Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification, Estimated Income , Superannuation Savings ,Amount of Credit Cards, Credit Card Balance , Bank Loans , Bank Deposits , Checking Accounts , Saving Accounts , Foreign Currency Account , Business Lending ,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND97660,Anne Burton,65,15429,8/11/1999,Bruce Butler,Asian,Developer I,High,Silver," $83,318.53 "," $12,440.52 ",3," $1,644.11 "," $83,782.98 "," $131,201.58 "," $64,951.28 "," $79,890.07 "," $21,339.59 "," $80,882.27 ",3,1,2,2,10
IND82676,Chris Wallace,78,23342,6/5/2020,Shawn Cook,American,Computer Systems Analyst II,High,Gold," $33,648.25 "," $7,178.76 ",2," $1,240.75 "," $703,436.66 "," $53,513.77 "," $12,973.04 "," $30,324.47 "," $38,456.51 "," $1,036,721.98 ",1,1,3,2,11
IND88784,Joshua Webb,34,501,21-12-1996,Douglas Tucker,European,Web Developer I,High,Silver," $280,981.59 "," $47,111.34 ",1," $8,968.02 "," $1,008,926.00 "," $1,536,138.39 "," $485,096.33 "," $777,078.13 "," $59,924.33 "," $634,311.81 ",2,2,3,1,12
IND28479,Betty Hall,53,31096,22-07-1996,Victor Ramos,European,Safety Technician III,High,Gold," $170,220.87 "," $29,354.82 ",2, $608.19 ," $61,733.82 "," $773,797.13 "," $238,724.65 "," $368,212.19 "," $49,762.37 "," $1,600,184.18 ",2,3,3,2,13
IND23784,Robert Simmons,22,28705,4/1/1996,Jesse Evans,Asian,Statistician IV,Mid,Jade," $59,538.68 "," $13,632.06 ",1," $2,064.66 "," $137,346.30 "," $958,605.57 "," $262,018.86 "," $222,460.40 "," $21,243.30 "," $755,052.87 ",2,1,3,2,14
IND42646,Chris Ross,17,14360,3/7/2020,Victor Ramos,European,Recruiter,High,Jade," $140,111.66 "," $21,047.88 ",1," $1,892.17 "," $353,092.37 "," $977,415.21 "," $555,349.55 "," $140,688.55 "," $37,730.80 "," $1,308,995.50 ",2,1,3,1,15
IND53717,Rebecca Bowman,50,32498,7/10/2006,Jesse Evans,European,Junior Executive,High,Jade," $100,505.78 "," $45,279.99 ",3," $1,413.20 "," $55,287.77 "," $61,603.09 "," $65,779.57 "," $32,837.58 "," $34,740.20 "," $279,086.11 ",0,2,3,1,16
IND96295,Tina Smith,48,17535,13-07-2006,Victor Ramos,European,Executive Secretary,Mid,Platinum," $407,658.87 "," $46,110.60 ",1, $288.36 ," $413,765.28 "," $2,064,017.38 "," $1,358,811.44 "," $440,667.71 "," $28,688.04 "," $2,065,106.88 ",2,4,3,1,17
IND41811,Phillip Ramirez,65,6417,14-11-2018,Steve Diaz,Asian,Librarian,Mid,Platinum," $218,227.83 "," $6,990.74 ",1," $1,760.51 "," $901,417.14 "," $950,183.96 "," $375,654.12 "," $270,691.94 "," $38,060.19 "," $1,132,352.82 ",1,2,4,2,18
IND45638,Timothy Johnston,26,20753,30-01-2019,Todd Roberts,European,Geologist II,High,Silver," $131,425.91 "," $19,634.79 ",1," $2,478.51 "," $191,480.31 "," $96,516.79 "," $104,086.73 "," $66,426.26 ", $709.31 ," $723,429.92 ",1,2,4,1,19
IND70297,Matthew Snyder,38,32094,14-09-2007,Joe Hanson,American,Web Developer I,Mid,Jade," $177,985.98 "," $14,040.98 ",1," $1,237.24 "," $931,663.01 "," $873,130.82 "," $324,048.55 "," $576,086.32 "," $40,430.27 "," $105,245.09 ",1,2,1,2,20
IND79201,Christine Allen,52,16640,20-03-2019,Adam Hernandez,European,Human Resources Assistant I,High,Silver," $81,564.54 "," $30,304.40 ",2," $3,697.43 "," $916,379.23 "," $369,789.85 "," $271,441.49 "," $130,488.61 "," $16,668.98 "," $344,986.77 ",2,2,2,2,21
IND17019,Charles Richards,28,26267,5/3/2015,Nicholas Simmons,Asian,Assistant Manager,Mid,Gold," $241,251.12 "," $61,785.90 ",1," $6,139.25 "," $328,691.19 "," $717,212.31 "," $654,456.23 "," $128,291.35 "," $50,692.09 "," $619,029.46 ",0,3,3,2,22
IND20282,Timothy Tucker,23,7295,31-03-2005,Jesse Evans,American,Programmer Analyst III,Mid,Gold," $86,087.84 "," $1,974.32 ",2," $3,563.33 "," $776,495.99 "," $1,721,388.65 "," $389,748.37 "," $388,016.16 "," $52,492.83 "," $340,324.49 ",0,1,4,2,1
IND30151,Jose Thomas,65,31777,25-02-2002,George Lewis,American,Statistician IV,Mid,Silver," $280,477.31 "," $53,280.00 ",2," $3,296.39 "," $425,874.80 "," $1,141,059.62 "," $279,108.11 "," $352,168.76 "," $70,151.91 "," $234,240.37 ",2,3,1,1,2
IND45419,Bobby Kim,75,20397,10/11/2005,Gregory Simmons,African,Health Coach IV,Mid,Jade," $95,144.48 "," $13,554.60 ",1," $1,957.51 "," $168,791.52 "," $311,802.70 "," $206,231.71 "," $30,640.14 "," $14,935.30 "," $646,481.41 ",2,1,1,2,3
IND78162,Nicole Sanchez,75,17420,25-01-1996,Ernest Rivera,European,Media Manager III,High,Gold," $236,297.50 "," $5,771.52 ",1," $1,731.99 "," $360,708.10 "," $104,336.33 "," $84,773.27 "," $25,584.14 "," $36,848.64 "," $1,427,206.35 ",3,2,1,2,4
IND66784,Adam Cook,33,37403,6/12/2012,Shawn Long,European,Developer II,High,Jade," $90,635.48 "," $18,348.33 ",1," $2,289.89 "," $780,486.52 "," $505,712.98 "," $277,949.12 "," $104,848.58 "," $25,680.78 "," $114,050.25 ",2,1,2,1,8
IND97262,Angela Gilbert,72,28330,10/3/2020,James Castillo,Australian,Software Engineer II,Mid,Silver," $43,925.33 "," $16,519.06 ",1, $835.73 ," $262,499.18 "," $449,640.36 "," $207,958.67 "," $435,532.89 "," $26,525.81 "," $514,167.39 ",0,2,2,2,9
IND33193,Scott Ward,27,41166,26-08-2020,Todd Roberts,European,Accountant IV,High,Jade," $80,157.37 "," $21,503.24 ",1, $1.17 , $-   ," $502,316.84 "," $383,792.64 "," $121,007.56 "," $7,429.04 "," $467,912.66 ",0,2,3,2,10
IND94106,Steve Price,49,21408,11/7/1996,Raymond Alexander,American,Help Desk Technician,Mid,Platinum," $70,540.20 "," $11,519.95 ",2," $1,889.51 "," $63,478.93 "," $515,950.02 "," $200,062.25 "," $391,700.83 "," $27,234.16 "," $72,544.66 ",2,1,3,1,11
IND15556,Lawrence Morales,22,10882,26-07-2008,Gregory Simmons,European,Paralegal,High,Jade," $252,385.91 "," $55,804.21 ",1," $1,479.88 "," $186,590.37 "," $2,709,947.02 "," $633,494.11 "," $585,630.11 "," $108,607.42 "," $1,300,585.44 ",0,3,3,1,12
IND20631,Catherine Weaver,50,32303,24-09-1999,Ernest Rivera,European,Associate Professor,Low,Jade," $156,566.48 "," $21,752.80 ",1," $1,898.32 "," $331,846.70 "," $281,503.39 "," $330,654.77 "," $66,220.32 "," $12,985.56 ", $-   ,0,1,3,1,13
IND13898,Evelyn Taylor,70,6641,7/3/2004,Joshua Bennett,European,Nuclear Power Engineer,High,Platinum," $75,764.58 "," $15,575.04 ",1," $4,635.32 "," $158,797.50 "," $934,525.89 "," $455,677.92 "," $161,495.34 "," $41,753.08 "," $923,993.41 ",3,2,3,2,14
IND46880,Judith Schmidt,71,30163,20-04-2014,Douglas Tucker,European,Analog Circuit Design manager,Mid,Silver," $204,271.89 "," $44,020.04 ",2," $3,318.50 "," $172,853.89 "," $89,494.09 "," $79,324.31 "," $17,675.08 "," $50,720.08 "," $416,387.71 ",2,2,3,1,15
IND57163,Philip Hansen,74,19694,16-04-2014,Roger Alexander,European,Staff Accountant III,High,Gold," $201,648.22 "," $14,404.56 ",2, $951.84 ," $107,662.16 "," $621,905.52 "," $795,223.45 "," $197,378.54 "," $27,281.80 "," $446,940.07 ",3,5,3,1,1
IND42982,Anthony Wagner,41,41580,29-07-2003,Stephen Payne,Australian,Biostatistician III,High,Jade," $315,314.03 "," $44,429.60 ",1," $5,872.62 "," $296,790.17 "," $213,338.18 "," $252,958.13 "," $39,376.13 "," $46,508.77 "," $1,292,032.49 ",3,5,4,1,2
IND51913,Kenneth Cole,18,12618,8/6/2018,Paul Larson,European,Community Outreach Specialist,High,Jade," $377,580.78 "," $7,498.34 ",3," $4,179.45 "," $588,087.20 "," $161,814.09 "," $184,133.28 "," $79,679.49 "," $45,271.09 "," $460,631.82 ",3,4,4,2,3
IND76764,Matthew Marshall,63,8388,1/5/2010,George Lewis,European,Dental Hygienist,High,Jade," $298,532.44 "," $58,122.08 ",3, $857.64 ," $658,958.31 "," $934,240.45 "," $324,124.24 "," $660,641.46 "," $83,982.12 "," $2,181,217.36 ",2,5,1,1,4
IND82314,Scott Tucker,49,20653,31-08-2020,Shawn Long,American,VP Product Management,Mid,Jade," $89,771.99 "," $22,998.46 ",1," $3,782.39 "," $785,239.04 "," $855,645.41 "," $312,639.67 "," $259,436.08 "," $35,581.49 "," $104,237.13 ",1,1,2,2,5
IND82248,Bruce Hicks,72,25797,29-03-2003,Samuel Fowler,Asian,Analog Circuit Design manager,Mid,Gold," $390,543.25 "," $24,477.67 ",1," $9,028.34 "," $154,049.57 "," $1,333,928.03 "," $1,006,509.33 "," $226,767.77 "," $38,351.35 "," $696,843.39 ",0,4,3,1,6
IND49091,Howard Hill,71,22793,28-11-2003,Ernest Rivera,European,Director of Sales,High,Gold," $131,274.45 "," $19,188.40 ",1," $4,158.72 "," $332,987.38 "," $635,381.90 "," $201,611.56 "," $331,559.38 "," $71,732.15 "," $1,813,895.54 ",2,4,4,1,7
IND24529,Earl Murray,40,13495,31-12-2021,Shawn Long,Asian,Programmer I,Mid,Jade," $164,793.56 "," $21,262.85 ",1," $4,001.21 "," $1,925,660.01 "," $382,095.46 "," $148,457.47 "," $56,949.26 "," $113,315.05 "," $2,442,602.17 ",1,3,1,2,8
IND93171,Jesse Wright,79,39395,24-11-2018,Dennis Ruiz,Asian,Statistician II,Low,Jade," $127,005.21 "," $11,175.75 ",2, $85.58 ," $338,482.85 "," $229,651.61 "," $254,478.81 "," $67,033.44 "," $4,522.81 "," $193,570.57 ",2,2,1,1,9
IND71818,Beverly Taylor,47,8335,21-08-1999,Samuel Fowler,American,Statistician III,Low,Silver," $90,051.85 "," $30,906.20 ",2," $4,230.97 "," $187,672.49 "," $447,985.61 "," $316,511.57 "," $172,133.60 "," $30,877.37 "," $1,049,172.34 ",0,2,1,2,10
IND35821,Irene Barnes,36,13099,31-03-2014,Todd Roberts,European,Chief Design Engineer,High,Silver," $125,353.08 "," $15,580.80 ",1," $2,478.36 "," $731,631.33 "," $207,011.52 "," $122,426.17 "," $70,116.81 ", $668.76 ," $500,477.87 ",3,2,2,1,11
IND44974,Donna Martin,77,22806,30-07-2002,Bobby Burton,European,Media Manager III,Mid,Silver," $46,485.80 "," $28,551.64 ",1, $232.08 ," $512,394.01 "," $225,281.67 "," $130,718.99 "," $114,977.09 "," $24,084.22 "," $667,723.73 ",3,2,2,2,12
IND24341,Jacqueline Wells,46,38239,28-07-2014,Chris Armstrong,Asian,Accounting Assistant I,Mid,Jade," $54,599.92 "," $27,873.12 ",1," $2,993.76 "," $551,546.35 "," $275,577.72 "," $112,855.64 "," $89,759.60 "," $35,534.52 "," $600,977.16 ",3,2,3,1,13
IND60293,Frances Cox,66,29051,30-07-2018,Bruce Porter,European,Statistician I,High,Jade," $185,334.79 "," $54,576.28 ",2, $608.72 ," $147,615.39 "," $97,134.30 "," $107,594.92 "," $38,076.65 "," $25,101.45 "," $877,758.23 ",0,2,3,2,14
IND46675,Jose Williamson,31,40157,18-01-2001,Victor Martinez,Asian,Data Coordiator,High,Silver," $68,488.91 "," $13,326.12 ",1," $1,398.85 "," $345,182.34 "," $802,404.79 "," $479,943.05 "," $213,274.69 "," $28,291.98 "," $862,147.51 ",0,2,3,1,15
IND17984,Gary Bell,18,31814,18-02-2000,Nicholas Cunningham,European,Office Assistant IV,High,Jade," $158,424.74 "," $28,804.72 ",1," $1,556.18 "," $966,712.93 "," $600,275.72 "," $240,874.97 "," $76,391.78 "," $68,672.55 "," $835,554.75 ",1,2,3,2,16
IND23002,Phyllis Berry,44,11734,5/3/2018,Joe Price,Asian,Account Representative II,Mid,Jade," $67,064.29 "," $13,002.15 ",1," $1,024.47 "," $540,459.44 "," $713,832.78 "," $418,010.19 "," $132,798.62 "," $6,756.79 "," $930,370.48 ",1,1,3,1,17
IND70737,Russell Moore,74,31110,15-06-2020,Paul Larson,European,Structural Analysis Engineer,Mid,Jade," $253,484.85 "," $18,608.20 ",2," $2,720.34 "," $758,463.84 "," $2,677,607.10 "," $1,088,893.55 "," $696,177.85 "," $18,832.26 "," $993,212.76 ",1,2,3,2,18
IND17926,Ryan Austin,21,16964,5/3/2014,Samuel Fowler,Asian,Safety Technician IV,High,Jade," $178,028.67 "," $56,679.84 ",1," $5,767.57 "," $213,942.23 "," $979,092.98 "," $617,952.12 "," $99,674.88 "," $5,526.01 "," $2,005,100.84 ",2,2,3,2,19
IND30891,Douglas Freeman,28,33173,21-12-1999,Anthony Torres,American,Geological Engineer,Low,Silver," $276,465.90 "," $27,357.00 ",2," $4,708.70 "," $1,051,216.87 "," $842,029.37 "," $412,422.55 "," $290,414.21 "," $10,505.97 "," $246,249.05 ",3,2,4,1,20
IND51261,Ernest Davis,32,6314,5/3/2017,Dennis Ruiz,Australian,Help Desk Operator,Mid,Gold," $130,585.85 "," $32,567.53 ",1," $2,471.93 "," $522,784.22 "," $744,629.03 "," $342,765.74 "," $206,014.03 "," $18,798.04 "," $654,281.13 ",3,1,4,2,21
IND69251,Carl King,76,18877,3/10/2012,Dennis Morris,European,Media Manager I,High,Jade," $254,376.82 "," $30,033.42 ",1," $1,431.27 "," $390,415.47 "," $285,189.07 "," $360,238.83 "," $138,691.95 "," $5,310.54 "," $1,100,827.92 ",1,5,1,1,22
IND56740,George Cooper,62,19875,16-11-2020,Phillip Peters,European,Programmer Analyst I,Low,Gold," $326,097.43 "," $57,977.13 ",2," $11,795.08 "," $230,977.47 "," $2,570,376.88 "," $599,110.40 "," $1,173,483.34 "," $5,866.62 "," $1,123,859.71 ",0,5,2,2,1
IND95612,Nicholas Meyer,57,6534,22-03-2021,Anthony Torres,European,Compensation Analyst,Mid,Gold," $94,054.88 "," $33,644.92 ",1," $1,816.33 "," $229,582.62 "," $349,048.33 "," $148,414.25 "," $154,240.89 "," $33,071.82 "," $843,246.12 ",0,4,3,2,2
IND35099,Thomas Hanson,56,20679,21-03-2014,Donald Reynolds,African,Account Representative II,Low,Silver," $42,249.87 "," $10,373.10 ",2," $1,339.38 "," $292,045.32 ", $-   , $-   , $-   ," $26,726.49 "," $617,304.56 ",1,1,4,1,3
IND42857,Joe Baker,27,9805,29-05-2007,Gregory Simmons,Australian,Research Assistant II,High,Jade," $176,579.02 "," $28,374.87 ",1," $4,132.50 "," $222,865.58 "," $323,812.22 "," $294,814.11 "," $143,250.66 "," $42,386.44 "," $401,802.04 ",0,2,1,2,4
IND32603,Fred Baker,18,42615,2/10/2009,George Lewis,European,Human Resources Assistant IV,Mid,Jade," $284,451.44 "," $39,205.80 ",1," $4,797.09 "," $331,162.91 "," $661,146.90 "," $589,671.56 "," $203,526.03 "," $26,742.68 "," $739,135.37 ",2,2,1,2,8
IND62569,Karen Reynolds,20,5964,8/4/2014,Jesse Evans,European,Research Assistant IV,Mid,Platinum," $84,128.44 "," $4,384.06 ",1," $2,893.81 "," $525,364.66 "," $225,096.12 "," $206,774.34 "," $51,117.76 "," $25,570.79 "," $531,393.14 ",3,1,1,2,9
IND35181,Patrick Stone,71,3763,13-03-2012,George Lewis,American,Health Coach III,Mid,Platinum," $251,879.41 "," $26,983.64 ",1," $4,136.58 "," $417,909.05 "," $2,066,780.57 "," $935,331.35 "," $395,554.65 "," $48,521.98 "," $1,168,214.65 ",3,2,2,1,10
IND99256,Ronald Riley,83,40530,9/8/2009,Adam Hernandez,African,Geologist III,High,Gold," $149,878.40 "," $15,027.66 ",2, $845.71 ," $185,144.59 "," $206,964.23 "," $154,282.43 "," $277,520.22 "," $11,239.64 "," $637,463.74 ",3,2,2,1,11
IND65151,Jose Martin,47,21348,1/4/2020,Patrick Graham,European,Programmer I,Low,Jade," $209,683.64 "," $33,801.56 ",2," $1,043.25 "," $80,952.86 "," $157,298.68 "," $124,956.90 "," $20,948.66 "," $36,332.92 "," $1,027,468.83 ",1,2,3,2,12
IND81182,Jonathan Larson,49,41356,5/5/2012,Todd Roberts,African,Statistician II,High,Silver," $80,357.94 "," $3,330.90 ",3," $3,933.57 "," $733,994.51 "," $632,728.68 "," $165,264.95 "," $334,543.48 "," $5,619.96 "," $770,146.78 ",1,1,3,1,13
IND89708,Jose Romero,61,37025,16-02-2006,Dennis Ruiz,Asian,Developer II,Low,Jade," $93,484.80 "," $39,737.40 ",1," $7,837.02 "," $1,333,813.61 "," $475,667.32 "," $155,108.91 "," $221,805.74 "," $53,936.75 "," $551,738.63 ",3,2,3,1,14
IND63717,Karen Carr,40,10341,6/7/2015,Anthony Simpson,European,Human Resources Assistant IV,Low,Silver," $357,044.23 "," $50,071.08 ",1," $6,260.83 "," $835,844.60 "," $113,708.65 "," $81,976.00 "," $47,228.75 "," $15,764.18 "," $677,672.74 ",0,3,3,2,15
IND71868,Earl Richardson,74,708,5/12/2021,Jonathan Hawkins,European,Environmental Tech,Low,Silver," $409,671.26 "," $29,437.18 ",2," $4,704.16 "," $606,101.48 "," $502,389.90 "," $204,795.88 "," $116,349.66 "," $22,681.41 "," $1,089,105.64 ",0,3,3,2,1
IND32785,Aaron Wilson,18,14050,13-04-2001,Anthony Torres,European,Programmer I,Mid,Silver," $86,761.12 "," $20,849.40 ",2," $2,760.37 "," $1,152,800.59 "," $2,434,167.78 "," $753,015.93 "," $668,783.22 "," $94,733.06 "," $608,463.88 ",0,3,3,2,2
IND79142,Mark Patterson,31,7141,17-03-2009,Joshua Ryan,European,Programmer II,Mid,Jade," $343,318.23 "," $26,468.52 ",1," $10,939.16 "," $771,443.04 "," $1,702,162.84 "," $1,002,079.74 "," $396,576.49 "," $90,515.83 "," $1,587,032.00 ",3,5,3,2,3
IND59824,Daniel Porter,37,12543,30-01-2020,Mark Montgomery,American,Payment Adjustment Coordinator,High,Jade," $26,102.92 "," $6,053.94 ",1," $3,118.91 "," $534,231.86 "," $1,099,013.67 "," $600,794.14 "," $120,012.29 "," $29,252.34 "," $513,468.32 ",0,1,4,1,4
IND37278,Charles Thompson,32,7071,17-08-2018,Shawn Wallace,European,Administrative Assistant III,Low,Jade," $231,731.40 "," $45,854.76 ",1," $9,450.66 "," $1,628,140.28 "," $663,468.69 "," $338,504.43 "," $80,112.72 "," $23,323.55 "," $2,837,008.29 ",0,3,4,1,5
IND34859,David Fernandez,38,10258,17-06-2019,Nicholas Cunningham,European,Recruiter,High,Jade," $171,944.38 "," $36,222.70 ",1," $2,227.87 "," $144,972.42 "," $144,974.24 "," $96,649.49 "," $37,512.09 "," $19,145.57 "," $806,753.30 ",0,2,1,1,6
IND50054,Catherine Walker,28,26827,10/9/2003,Joe Hanson,European,Office Assistant II,Mid,Platinum," $44,716.11 "," $22,993.80 ",2," $1,565.44 "," $327,695.03 "," $273,886.12 "," $226,064.73 "," $171,113.61 "," $13,964.68 "," $521,488.61 ",3,1,2,1,7
IND62645,Jimmy Evans,28,26133,1/2/2007,Jonathan Hawkins,American,Structural Engineer,High,Silver," $82,751.25 "," $13,481.50 ",1," $1,854.19 "," $193,510.14 "," $235,512.87 "," $53,180.33 "," $91,850.02 "," $14,762.59 "," $496,955.58 ",2,1,3,2,8
IND41646,Joseph Gray,64,19424,29-01-2021,Nicholas Simmons,American,Computer Systems Analyst IV,High,Silver," $208,878.84 "," $23,771.10 ",1," $2,633.62 "," $754,448.26 "," $1,336,149.11 "," $687,439.04 "," $210,588.72 "," $29,931.91 "," $505,515.61 ",1,2,4,2,9
IND92575,Bobby Warren,85,41526,17-03-2011,Bruce Porter,Asian,Software Test Engineer I,High,Silver," $151,936.07 "," $14,982.66 ",2, $91.72 ," $563,576.57 "," $584,228.51 "," $179,408.75 "," $333,930.30 "," $28,985.08 "," $1,044,870.91 ",0,2,1,2,10
IND36120,Christine Butler,28,42476,15-12-2007,Anthony Berry,Australian,Recruiter,High,Silver," $39,515.03 "," $2,577.40 ",2," $2,085.33 "," $437,736.34 "," $426,926.01 "," $322,465.39 "," $92,197.85 "," $8,560.84 "," $501,499.70 ",0,1,1,1,11
IND85936,Timothy Price,34,8631,11/12/2007,Adam Hernandez,Asian,Staff Scientist,Low,Gold," $99,114.16 "," $17,043.68 ",3, $560.63 ," $258,295.96 "," $127,718.62 "," $100,171.47 "," $169,790.64 "," $12,330.98 "," $330,177.83 ",3,1,1,1,12
IND49172,Jean Cooper,41,37801,22-01-2015,Benjamin Kim,African,Graphic Designer,Low,Silver," $492,748.51 "," $45,816.45 ",1," $2,956.47 "," $592,003.55 "," $398,694.71 "," $381,105.24 "," $166,220.51 "," $25,316.24 "," $152,034.65 ",0,5,2,2,13
IND34576,Patrick Howard,48,12878,1/10/2011,Steve Diaz,Asian,Web Designer II,Mid,Jade," $133,624.84 "," $18,375.55 ",1," $1,359.27 "," $573,098.95 "," $292,189.21 "," $180,469.81 "," $171,961.94 "," $13,279.72 "," $264,524.00 ",1,2,2,1,14
IND75884,Samuel Gomez,59,16449,13-09-2013,Patrick Graham,European,Account Representative III,Low,Silver," $229,363.28 "," $10,728.70 ",2," $2,386.75 "," $1,459,530.80 "," $156,752.09 "," $93,163.98 "," $57,451.12 "," $74,635.24 "," $2,055,429.68 ",2,4,3,1,15
IND41393,Barbara Smith,66,43140,30-09-2002,Mark Montgomery,Australian,Quality Engineer,High,Silver," $82,926.45 "," $51,430.50 ",2," $6,875.06 "," $1,387,659.87 ", $-   , $-   , $-   ," $26,394.71 "," $1,720,882.44 ",0,4,3,1,16
IND67868,Philip Robinson,71,32461,7/5/2001,Joshua Ryan,Asian,Teacher,High,Jade," $142,846.08 "," $27,466.80 ",2," $1,542.69 "," $261,710.50 "," $177,967.69 "," $201,307.72 "," $88,633.74 "," $2,871.27 "," $395,005.87 ",0,2,3,1,17
IND82789,Charles Kelly,76,5401,16-12-2010,Paul Holmes,Asian,Administrative Assistant IV,High,Silver," $436,829.84 "," $38,715.60 ",2," $2,030.11 "," $1,200,919.78 "," $163,502.98 "," $173,721.91 "," $34,029.06 "," $57,285.31 "," $436,274.50 ",3,3,3,2,18
IND77478,Ashley Greene,53,33467,11/1/2012,Keith Griffin,European,Social Worker,High,Gold," $157,640.31 "," $21,154.76 ",2, $790.08 ," $937,720.91 "," $875,102.82 "," $216,967.64 "," $536,633.30 "," $44,400.56 "," $348,364.76 ",2,2,3,2,19
IND57043,Richard Knight,69,19161,5/6/1999,Jesse Evans,American,Professor,Low,Jade," $243,163.98 "," $18,336.00 ",1, $758.48 ," $425,661.24 "," $1,860,597.15 "," $361,782.78 "," $818,662.75 "," $52,488.81 "," $2,249,791.49 ",3,2,3,1,20
IND68936,Thomas Hernandez,51,34019,12/11/2015,Nicholas Simmons,European,Accountant IV,High,Jade," $75,434.29 "," $20,579.97 ",1, $161.12 ," $452,704.10 "," $92,375.97 "," $49,267.19 "," $38,322.83 "," $19,550.18 "," $799,505.79 ",3,1,3,2,21
IND44846,Jessica Thompson,47,5865,12/4/2015,Paul Holmes,European,Geological Engineer,High,Platinum," $317,895.34 "," $37,634.02 ",1," $1,540.11 "," $378,614.22 "," $677,452.10 "," $512,928.02 "," $354,791.34 "," $19,883.67 "," $994,680.55 ",0,3,4,1,22
IND55021,Brandon Morrison,75,27514,18-12-2020,Dennis Ruiz,European,Tax Accountant,High,Jade," $77,686.01 "," $13,902.21 ",1," $8,330.96 "," $1,316,597.15 "," $952,781.82 "," $274,963.88 "," $313,458.83 "," $26,215.07 "," $584,240.31 ",2,2,4,1,1
IND30407,Stephanie Oliver,81,18184,3/6/2018,Stephen Payne,Australian,Account Representative I,High,Silver," $141,027.44 "," $30,446.57 ",1, $775.67 ," $866,004.94 "," $309,035.87 "," $244,511.90 "," $61,807.17 "," $1,484.08 "," $1,012,817.01 ",2,3,1,2,2
IND15466,Karen Meyer,76,17561,20-12-2020,Jonathan Hawkins,Asian,Associate Professor,Low,Jade," $121,206.49 "," $24,852.28 ",2," $3,497.84 "," $542,515.31 "," $1,065,754.43 "," $714,682.38 "," $280,356.11 "," $41,697.70 "," $546,214.17 ",2,4,2,1,3
IND15083,Frank Ferguson,82,37501,2/3/2007,Joshua Bennett,European,Cost Accountant,High,Gold," $140,152.04 "," $33,774.78 ",1," $7,373.11 "," $1,208,729.22 "," $572,741.07 "," $123,033.27 "," $156,634.08 "," $1,415.23 "," $2,288,946.11 ",2,3,3,1,4
IND37063,Jesse Dunn,71,40024,12/3/2015,Shawn Wallace,Australian,Safety Technician III,Mid,Jade," $197,043.62 "," $25,437.06 ",3," $4,814.98 "," $162,005.83 "," $834,989.69 "," $767,287.82 "," $256,364.40 ", $985.66 ," $1,541,737.47 ",0,4,4,2,8
IND78066,Linda Long,76,16198,19-11-2000,Jesse Evans,American,Biostatistician I,Low,Jade," $96,486.38 "," $15,747.00 ",3," $1,159.31 "," $522,574.25 "," $390,366.08 "," $327,276.61 "," $71,054.51 "," $5,956.46 "," $166,342.01 ",1,1,1,1,9
IND87900,Joan Martinez,22,14466,10/8/2019,Patrick Graham,European,Senior Editor,Low,Jade," $17,987.51 "," $12,029.58 ",2, $464.78 ," $197,326.48 "," $201,141.12 "," $224,960.46 "," $45,653.74 "," $3,402.01 "," $367,428.04 ",1,1,1,2,10
IND47950,Justin Hart,52,41420,2/5/2019,Douglas Tucker,European,Office Assistant III,Mid,Jade," $302,672.57 "," $57,277.40 ",1," $11,512.75 "," $1,580,709.52 "," $205,369.67 "," $115,957.02 "," $19,000.19 "," $7,278.56 "," $3,063,954.52 ",1,5,1,1,11
IND84355,Brandon Davis,59,11844,14-04-2001,Nicholas Simmons,European,Administrative Officer,High,Silver," $155,402.53 "," $12,356.99 ",2," $2,494.44 "," $456,252.74 "," $334,449.40 "," $162,936.89 "," $137,667.38 "," $38,971.31 "," $643,943.04 ",0,1,2,1,12
IND45102,Lisa Alexander,21,30740,31-12-1996,Paul Holmes,American,Physical Therapy Assistant,High,Jade," $43,815.12 "," $18,123.56 ",1," $2,300.84 "," $292,482.63 "," $375,603.21 "," $165,100.31 "," $193,167.36 "," $1,639.38 "," $254,205.81 ",0,1,2,1,13
IND56828,Justin Miller,61,18201,7/12/2010,Dennis Morris,Asian,Accounting Assistant II,Mid,Gold," $52,253.84 "," $25,702.44 ",2," $1,879.73 "," $377,449.58 "," $443,691.73 "," $395,982.94 "," $71,372.35 "," $26,090.46 "," $419,656.85 ",1,1,3,2,14
IND28199,Wayne Lane,56,29082,9/3/2005,Anthony Torres,American,Accounting Assistant III,High,Silver," $150,041.26 "," $41,586.00 ",1," $6,302.45 "," $1,533,133.75 "," $1,399,795.68 "," $675,763.43 "," $182,456.13 "," $3,604.53 "," $1,156,148.77 ",3,2,3,2,15
IND67109,Terry Watson,56,19730,23-01-2015,Douglas Tucker,African,Computer Systems Analyst III,Mid,Jade," $86,558.08 "," $29,076.80 ",1," $2,170.28 "," $817,889.66 "," $175,002.72 "," $80,653.43 "," $69,377.17 "," $32,342.60 "," $166,400.40 ",3,1,3,2,1
IND85846,Johnny Torres,28,18570,30-10-2005,Shawn Long,European,Professor,Mid,Jade," $57,359.09 "," $9,176.40 ",1, $645.54 ," $788,268.61 "," $172,941.29 "," $93,817.82 "," $21,713.74 "," $5,011.18 "," $359,030.72 ",2,1,3,1,2
